Gender,Weapon,Season,Competition,Round,Fencer1 Name,Fencer1 Nation,Fencer1 Score,Fencer1 Winner,Fencer2 Name,Fencer2 Nation,Fencer2 Score,Fencer2 Winner,Referees
men,epee,2023,European Games,A32,BROOKE Alec,GBR,15,True,SVENSSON Jonathan,SWE,11,False,"Ref MADR Vilem CZE, Video DUL Michal POL"
men,epee,2023,European Games,A32,PEREIRA Yulen,ESP,15,True,JORGENSEN Patrick,DEN,10,False,"Ref KOVACEVIC Miljan SRB, Video DUL Michal POL"
men,epee,2023,European Games,A32,RUBES Martin,CZE,15,True,VUORINEN Niko,FIN,14,False,"Ref HABLUTZEL-BURKI Gianna SUI, Video DEAMER Luke GBR"
men,epee,2023,European Games,A32,CUPR Michal,CZE,11,False,MICHALAK Damian,POL,15,True,"Ref KHALED Amr EGY, Video PAPP Zsolt SUI"
men,epee,2023,European Games,A32,MIDELTON Luidgi,FRA,15,True,UNTERHAUSER Samuel,GER,7,False,"Ref HABLUTZEL-BURKI Gianna SUI, Video KHALED Amr EGY"
men,epee,2023,European Games,A32,TAURIAINEN Topias,FIN,6,False,BRINKMANN Marco,GER,15,True,"Ref PAPP Zsolt SUI, Video KHALED Amr EGY"
men,epee,2023,European Games,A32,FREILICH Yuval Shalom,ISR,15,True,GONELL Gerard,ESP,6,False,"Ref DELATTRE Jeffrey BEL, Video HEJRSKOV Mads-Vetli DEN"
men,epee,2023,European Games,A32,FRAZAO Filipe,POR,12,False,BAYARD Alexis,SUI,15,True,"Ref PETKOVA Lazarina BUL, Video KOVRIJNYKH Andrei RSA"
men,epee,2023,European Games,A32,EROLCEVIK Doruk,TÜR,11,False,ROMERO Juan Pedro,ESP,15,True,"Ref PETKOVA Lazarina BUL, Video HEJRSKOV Mads-Vetli DEN"
men,epee,2023,European Games,A32,SIKLOSI Gergely,HUN,13,True,SALM Markus,EST,12,False,"Ref PETKOVA Lazarina BUL, Video KOVRIJNYKH Andrei RSA"
men,epee,2023,European Games,A32,KOCH Mate Tamas,HUN,15,True,BIELEC Maciej,POL,11,False,"Ref BAKUM Andrii UKR, Video OSTROVSKI Denis EST"
men,epee,2023,European Games,A32,HEINZER Max,SUI,13,False,SARID Alon,ISR,15,True,"Ref CELLER Pavol SVK, Video BOROSAK Mirna CRO"
men,epee,2023,European Games,A32,COHEN Yonatan,ISR,8,False,ANDRASFI Tibor,HUN,15,True,"Ref OSTROVSKI Denis EST, Video BAKUM Andrii UKR"
men,epee,2023,European Games,A32,MAHRINGER Josef,AUT,15,True,VISMARA Federico,ITA,11,False,"Ref BOROSAK Mirna CRO, Video OSTROVSKI Denis EST"
men,epee,2023,European Games,A16,HAURI Ian,SUI,15,True,SVICHKAR Roman,UKR,5,False,"Ref PETKOVA Lazarina BUL, Video DUL Michal POL"
men,epee,2023,European Games,A16,BROOKE Alec,GBR,11,False,PEREIRA Yulen,ESP,15,True,"Ref KOVACEVIC Miljan SRB, Video DELATTRE Jeffrey BEL"
men,epee,2023,European Games,A16,RUBES Martin,CZE,14,False,MICHALAK Damian,POL,15,True,"Ref AMEZ-DROZ Leon SUI, Video OSTROVSKI Denis EST"
men,epee,2023,European Games,A16,MIDELTON Luidgi,FRA,15,True,BRINKMANN Marco,GER,4,False,"Ref HEJRSKOV Mads-Vetli DEN, Video BUCHS Daniel SUI"
men,epee,2023,European Games,A16,FREILICH Yuval Shalom,ISR,11,False,BAYARD Alexis,SUI,15,True,"Ref DEAMER Luke GBR, Video CELLER Pavol SVK"
men,epee,2023,European Games,A16,ROMERO Juan Pedro,ESP,13,False,SIKLOSI Gergely,HUN,15,True,"Ref KOVRIJNYKH Andrei RSA, Video MADR Vilem CZE"
men,epee,2023,European Games,A16,KOCH Mate Tamas,HUN,15,True,SARID Alon,ISR,10,False,"Ref PAPP Zsolt SUI, Video BAKUM Andrii UKR"
men,epee,2023,European Games,A16,ANDRASFI Tibor,HUN,15,True,MAHRINGER Josef,AUT,12,False,"Ref SAKHVADZE David GEO, Video CIVIERO-AIVANO Ambre SUI"
men,epee,2023,European Games,A8,HAURI Ian,SUI,15,True,PEREIRA Yulen,ESP,9,False,"Ref PETKOVA Lazarina BUL, Video KOVRIJNYKH Andrei RSA"
men,epee,2023,European Games,A8,MICHALAK Damian,POL,6,False,MIDELTON Luidgi,FRA,15,True,"Ref SAKHVADZE David GEO, Video DELATTRE Jeffrey BEL"
men,epee,2023,European Games,A8,BAYARD Alexis,SUI,11,False,SIKLOSI Gergely,HUN,15,True,"Ref HEJRSKOV Mads-Vetli DEN, Video BOROSAK Mirna CRO"
men,epee,2023,European Games,A8,KOCH Mate Tamas,HUN,9,False,ANDRASFI Tibor,HUN,10,True,"Ref OSTROVSKI Denis EST, Video KOVACEVIC Miljan SRB"
men,epee,2023,European Games,A4,HAURI Ian,SUI,7,False,MIDELTON Luidgi,FRA,15,True,"Ref OSTROVSKI Denis EST, Assistant SAKHVADZE David GEO, Assistant KOVRIJNYKH Andrei RSA, Video DELATTRE Jeffrey BEL"
men,epee,2023,European Games,A4,SIKLOSI Gergely,HUN,15,True,ANDRASFI Tibor,HUN,8,False,"Ref SAKHVADZE David GEO, Assistant OSTROVSKI Denis EST, Assistant DELATTRE Jeffrey BEL, Video KOVRIJNYKH Andrei RSA"
men,epee,2023,European Games,A2,MIDELTON Luidgi,FRA,15,True,SIKLOSI Gergely,HUN,13,False,"Ref KOVRIJNYKH Andrei RSA, Assistant SAKHVADZE David GEO, Assistant OSTROVSKI Denis EST, Video DELATTRE Jeffrey BEL"
men,foil,2023,European Games,A64,ASK Henri,SWE,7,False,BRETEAU Ignacio,ESP,15,True,"Ref HEJRSKOV Mads-Vetli DEN, Video DECKER Laura USA"
men,foil,2023,European Games,A64,DE GREEF Stef,BEL,15,True,GAGANIDZE Luka,GEO,14,False,"Ref DOANA Andreea ROU, Video CELLER Pavol SVK"
men,foil,2023,European Games,A64,PERESSINI TORREGROSA Esteban,ESP,8,False,FOCONI Alessio,ITA,15,True,"Ref CELLER Pavol SVK, Video DECKER Laura USA"
men,foil,2023,European Games,A64,KONTOCHRISTOPOULOS Nikolaos,GRE,9,False,SOSNOV David,GBR,15,True,"Ref DOANA Andreea ROU, Video HEJRSKOV Mads-Vetli DEN"
men,foil,2023,European Games,A64,MERTINE Julien,FRA,14,False,LECHNER Moritz,AUT,15,True,"Ref DECKER Laura USA, Video DOANA Andreea ROU"
men,foil,2023,European Games,A64,KUCHTA Leopold Marc,SVK,15,True,ETTELT Maximilian,AUT,12,False,"Ref MADR Vilem CZE, Video KOVRIJNYKH Andrei RSA"
men,foil,2023,European Games,A64,WOJTKOWIAK Adrian,POL,15,True,EYUPOGLU Alp,TÜR,9,False,"Ref SCHIFFERS Alexander GER, Video DELATTRE Jeffrey BEL"
men,foil,2023,European Games,A64,ROSENFELD Roey Eliyahu,ISR,5,False,COOK Jaimie,GBR,15,True,"Ref KOVRIJNYKH Andrei RSA, Video MADR Vilem CZE"
men,foil,2023,European Games,A64,TOFALIDES Alex,CYP,15,True,DIJKSTRA Michael,NED,6,False,"Ref DELATTRE Jeffrey BEL, Video SCHIFFERS Alexander GER"
men,foil,2023,European Games,A64,HOIDA Danyil,UKR,7,False,SZEMES Gergo,HUN,15,True,"Ref MADR Vilem CZE, Video KOVRIJNYKH Andrei RSA"
men,foil,2023,European Games,A64,BIRD Harry,GBR,9,False,MINOTT Kamal,GBR,15,True,"Ref SCHIFFERS Alexander GER, Video DELATTRE Jeffrey BEL"
men,foil,2023,European Games,A64,MIHALYI Andor Istvan,HUN,15,True,REICHETZER Tobias,AUT,11,False,"Ref KHALED Amr EGY, Video KOVACEVIC Miljan SRB"
men,foil,2023,European Games,A64,POSCHARNIG Johannes,AUT,7,False,RAJSKI Leszek,POL,15,True,"Ref MAGE Pascal FRA, Video GUCLUER Ilgin TUR"
men,foil,2023,European Games,A64,STALDER Leonard,SUI,9,False,CHUCHUKALO Dmytro,UKR,15,True,"Ref KOVACEVIC Miljan SRB, Video KHALED Amr EGY"
men,foil,2023,European Games,A64,YUNES Klod,UKR,9,False,SPOLJAR Borna,CRO,15,True,"Ref MAGE Pascal FRA, Video GUCLUER Ilgin TUR"
men,foil,2023,European Games,A64,GOREN Raz,ISR,15,True,NEMETH Andras,HUN,11,False,"Ref KHALED Amr EGY, Video KOVACEVIC Miljan SRB"
men,foil,2023,European Games,A64,FAUL Paul Luca,GER,4,False,VAN CAMPENHOUT Stef,BEL,15,True,"Ref DEAMER Luke GBR, Video MACHADO Miguel POR"
men,foil,2023,European Games,A64,POGREBNIAK Andrii,UKR,15,True,RIEGER Laurenz,GER,7,False,"Ref SUH Sangwon KOR, Video ANDREEVA Margarita UZB"
men,foil,2023,European Games,A64,MACCHI Filippo,ITA,15,True,KLEIN Felix,GER,10,False,"Ref DEAMER Luke GBR, Video SUH Sangwon KOR"
men,foil,2023,European Games,A64,GEUDVERT Oscar,BEL,9,False,LLAVADOR Carlos,ESP,15,True,"Ref MACHADO Miguel POR, Video ANDREEVA Margarita UZB"
men,foil,2023,European Games,A64,ALKIS Can,TÜR,3,False,NIJS Mathieu,BEL,15,True,"Ref MACHADO Miguel POR, Video SUH Sangwon KOR"
men,foil,2023,European Games,A32,LEFORT Enzo,FRA,13,False,BRETEAU Ignacio,ESP,15,True,"Ref DEAMER Luke GBR, Video CELLER Pavol SVK"
men,foil,2023,European Games,A32,DE GREEF Stef,BEL,4,False,FOCONI Alessio,ITA,15,True,"Ref MADR Vilem CZE, Video ANDREEVA Margarita UZB"
men,foil,2023,European Games,A32,CUK Veljko,SRB,13,False,SOSNOV David,GBR,14,True,"Ref CELLER Pavol SVK, Video DOANA Andreea ROU"
men,foil,2023,European Games,A32,LECHNER Moritz,AUT,10,False,KAHL Alexander,GER,15,True,"Ref MADR Vilem CZE, Video ANDREEVA Margarita UZB"
men,foil,2023,European Games,A32,PAUTY Maxime,FRA,15,True,KUCHTA Leopold Marc,SVK,3,False,"Ref KOVRIJNYKH Andrei RSA, Video HEJRSKOV Mads-Vetli DEN"
men,foil,2023,European Games,A32,WOJTKOWIAK Adrian,POL,8,False,COOK Jaimie,GBR,15,True,"Ref SUH Sangwon KOR, Video DECKER Laura USA"
men,foil,2023,European Games,A32,TOFALIDES Alex,CYP,7,False,SZEMES Gergo,HUN,15,True,"Ref KOVRIJNYKH Andrei RSA, Video HEJRSKOV Mads-Vetli DEN"
men,foil,2023,European Games,A32,MINOTT Kamal,GBR,5,False,BIANCHI Guillaume,ITA,15,True,"Ref SUH Sangwon KOR, Video DECKER Laura USA"
men,foil,2023,European Games,A32,DOSA Daniel,HUN,8,False,MIHALYI Andor Istvan,HUN,15,True,"Ref MACHADO Miguel POR, Video DELATTRE Jeffrey BEL"
men,foil,2023,European Games,A32,RAJSKI Leszek,POL,15,True,CHUCHUKALO Dmytro,UKR,7,False,"Ref MAGE Pascal FRA, Video DOANA Andreea ROU"
men,foil,2023,European Games,A32,MARINI Tommaso,ITA,15,True,SPOLJAR Borna,CRO,6,False,"Ref MACHADO Miguel POR, Video DELATTRE Jeffrey BEL"
men,foil,2023,European Games,A32,GOREN Raz,ISR,15,True,SIESS Michal,POL,12,False,"Ref MAGE Pascal FRA, Video DEAMER Luke GBR"
men,foil,2023,European Games,A32,JURKIEWICZ Jan,POL,9,False,VAN CAMPENHOUT Stef,BEL,15,True,"Ref KOVACEVIC Miljan SRB, Video GUCLUER Ilgin TUR"
men,foil,2023,European Games,A32,POGREBNIAK Andrii,UKR,10,False,CHASTANET Maximilien,FRA,15,True,"Ref SCHIFFERS Alexander GER, Video KHALED Amr EGY"
men,foil,2023,European Games,A32,MACCHI Filippo,ITA,15,True,LLAVADOR Carlos,ESP,13,False,"Ref GUCLUER Ilgin TUR, Video KOVACEVIC Miljan SRB"
men,foil,2023,European Games,A32,NIJS Mathieu,BEL,5,False,CHOUPENITCH Alexander,CZE,15,True,"Ref KHALED Amr EGY, Video SCHIFFERS Alexander GER"
men,foil,2023,European Games,A16,BRETEAU Ignacio,ESP,4,False,FOCONI Alessio,ITA,15,True,"Ref HEJRSKOV Mads-Vetli DEN, Video BAKUM Andrii UKR"
men,foil,2023,European Games,A16,SOSNOV David,GBR,13,False,KAHL Alexander,GER,15,True,"Ref KOVRIJNYKH Andrei RSA, Video GUCLUER Ilgin TUR"
men,foil,2023,European Games,A16,PAUTY Maxime,FRA,15,True,COOK Jaimie,GBR,6,False,"Ref MADR Vilem CZE, Video DOANA Andreea ROU"
men,foil,2023,European Games,A16,SZEMES Gergo,HUN,4,False,BIANCHI Guillaume,ITA,15,True,"Ref KHALED Amr EGY, Video DELATTRE Jeffrey BEL"
men,foil,2023,European Games,A16,MIHALYI Andor Istvan,HUN,11,False,RAJSKI Leszek,POL,15,True,"Ref CELLER Pavol SVK, Video SCHIFFERS Alexander GER"
men,foil,2023,European Games,A16,MARINI Tommaso,ITA,15,True,GOREN Raz,ISR,8,False,"Ref MAGE Pascal FRA, Video DEAMER Luke GBR"
men,foil,2023,European Games,A16,VAN CAMPENHOUT Stef,BEL,3,False,CHASTANET Maximilien,FRA,15,True,"Ref KOVACEVIC Miljan SRB, Video DECKER Laura USA"
men,foil,2023,European Games,A16,MACCHI Filippo,ITA,13,False,CHOUPENITCH Alexander,CZE,15,True,"Ref MACHADO Miguel POR, Video SUH Sangwon KOR"
men,foil,2023,European Games,A8,FOCONI Alessio,ITA,15,True,KAHL Alexander,GER,8,False,"Ref CELLER Pavol SVK, Video BAKUM Andrii UKR"
men,foil,2023,European Games,A8,PAUTY Maxime,FRA,15,True,BIANCHI Guillaume,ITA,13,False,"Ref SUH Sangwon KOR, Video HEJRSKOV Mads-Vetli DEN"
men,foil,2023,European Games,A8,RAJSKI Leszek,POL,14,False,MARINI Tommaso,ITA,15,True,"Ref MACHADO Miguel POR, Video KOVACEVIC Miljan SRB"
men,foil,2023,European Games,A8,CHASTANET Maximilien,FRA,14,False,CHOUPENITCH Alexander,CZE,15,True,"Ref KHALED Amr EGY, Video DEAMER Luke GBR"
men,foil,2023,European Games,A4,FOCONI Alessio,ITA,15,True,PAUTY Maxime,FRA,7,False,"Ref SUH Sangwon KOR, Ref MACHADO Miguel POR, Ref CELLER Pavol SVK, Video KHALED Amr EGY"
men,foil,2023,European Games,A4,MARINI Tommaso,ITA,15,True,CHOUPENITCH Alexander,CZE,11,False,"Ref MACHADO Miguel POR, Ref SUH Sangwon KOR, Ref KHALED Amr EGY, Video CELLER Pavol SVK"
men,foil,2023,European Games,A2,FOCONI Alessio,ITA,4,False,MARINI Tommaso,ITA,15,True,"Ref KHALED Amr EGY, Ref SUH Sangwon KOR, Ref MACHADO Miguel POR, Video CELLER Pavol SVK"
men,epee,2023,Championnats d'Afrique,A32,AHODEGNON Ricardo Aristide,BEN,13,False,MALAHE Michael,RSA,15,True,"Ref RIAD Nabil MAR, Video MARTILOTTI Luigi ITA"
men,epee,2023,Championnats d'Afrique,A32,GANGA Cirineu,ANG,10,False,GUNPUT Satya,MRI,15,True,"Ref ZHURAVLEVA Natalia _AIN, Video ACEVEDO Pablo PAN"
men,epee,2023,Championnats d'Afrique,A32,ANTONIO Adilson Jose F.,ANG,15,True,SOW Mamadou Fadja,CIV,9,False,"Ref EMAD Islam EGY, Video KOSA Miklos HUN"
men,epee,2023,Championnats d'Afrique,A16,ELSAYED Mohamed,EGY,15,True,MALAHE Michael,RSA,9,False,"Ref AKKARI Amine TUN, Video ACEVEDO Pablo PAN"
men,epee,2023,Championnats d'Afrique,A16,EL HAOUARI Abdelkarim,MAR,15,True,ELSAYED Ahmed,EGY,11,False,"Ref ACEVEDO Pablo PAN, Video AKKARI Amine TUN"
men,epee,2023,Championnats d'Afrique,A16,SANER Harry,RSA,13,False,BEUGRE Bedi Paul Alex,CIV,15,True,"Ref NDIAYE Pape Mamadou SEN, Video KOSA Miklos HUN"
men,epee,2023,Championnats d'Afrique,A16,ELLIS Yehia,MAR,12,False,MOHSEN Mahmoud,EGY,12,True,"Ref KOSA Miklos HUN, Video NDIAYE Pape Mamadou SEN"
men,epee,2023,Championnats d'Afrique,A16,ELKORD Houssam,MAR,15,True,GUNPUT Satya,MRI,7,False,"Ref LOMBARD Louise RSA, Video ZHURAVLEVA Natalia _AIN"
men,epee,2023,Championnats d'Afrique,A16,EL HADI Mouad,MAR,10,False,MOHAMADOU Fessal,CMR,15,True,"Ref ZHURAVLEVA Natalia _AIN, Video LOMBARD Louise RSA"
men,epee,2023,Championnats d'Afrique,A16,SAGNAN Bourama Keba,SEN,10,False,LOSEVSKIY Sergey,RSA,15,True,"Ref RIAD Nabil MAR, Video BEN CHAABENE Iheb TUN"
men,epee,2023,Championnats d'Afrique,A16,ANTONIO Adilson Jose F.,ANG,5,False,YASSEEN Mohamed,EGY,15,True,"Ref MARTILOTTI Luigi ITA, Video RIAD Nabil MAR"
men,epee,2023,Championnats d'Afrique,A8,ELSAYED Mohamed,EGY,15,True,EL HAOUARI Abdelkarim,MAR,4,False,"Ref LOMBARD Louise RSA, Video AKKARI Amine TUN"
men,epee,2023,Championnats d'Afrique,A8,BEUGRE Bedi Paul Alex,CIV,15,True,MOHSEN Mahmoud,EGY,12,False,"Ref AKKARI Amine TUN, Video RIAD Nabil MAR"
men,epee,2023,Championnats d'Afrique,A8,ELKORD Houssam,MAR,15,True,MOHAMADOU Fessal,CMR,11,False,"Ref EMAD Islam EGY, Video BEN CHAABENE Iheb TUN"
men,epee,2023,Championnats d'Afrique,A8,LOSEVSKIY Sergey,RSA,7,False,YASSEEN Mohamed,EGY,15,True,"Ref BEN CHAABENE Iheb TUN, Video KOSA Miklos HUN"
men,epee,2023,Championnats d'Afrique,A4,ELSAYED Mohamed,EGY,15,True,BEUGRE Bedi Paul Alex,CIV,8,False,"Ref NDIAYE Pape Mamadou SEN, Video BEN CHAABENE Iheb TUN, Assistant LOMBARD Louise RSA, Assistant AKKARI Amine TUN"
men,epee,2023,Championnats d'Afrique,A4,ELKORD Houssam,MAR,15,True,YASSEEN Mohamed,EGY,7,False,"Ref LOMBARD Louise RSA, Video AKKARI Amine TUN, Assistant NDIAYE Pape Mamadou SEN, Assistant BEN CHAABENE Iheb TUN"
men,epee,2023,Championnats d'Afrique,A2,ELSAYED Mohamed,EGY,14,True,ELKORD Houssam,MAR,13,False,"Ref AKKARI Amine TUN, Video LOMBARD Louise RSA, Assistant NDIAYE Pape Mamadou SEN, Assistant BEN CHAABENE Iheb TUN"
men,foil,2023,Championnats d'Afrique,A16,ESSAM Mohamed,EGY,15,True,NKENE Cedric,CMR,8,False,"Ref MARTILOTTI Luigi ITA, Video NDIAYE Pape Mamadou SEN"
men,foil,2023,Championnats d'Afrique,A16,FOUCHA Mohamed Ali,TUN,7,False,EL RHAZZOULY Amir,MAR,15,True,"Ref ZHURAVLEVA Natalia _AIN, Video EMAD Islam EGY"
men,foil,2023,Championnats d'Afrique,A16,ALVARES DE OLIVEIRA Victor,CPV,15,True,PRATS Mathieu Cheickh Jaques,MLI,14,False,"Ref RIAD Nabil MAR, Video ACEVEDO Pablo PAN"
men,foil,2023,Championnats d'Afrique,A8,TOLBA Abdelrahman,EGY,15,True,ESSAM Mohamed,EGY,13,False,"Ref MARTILOTTI Luigi ITA, Video RIAD Nabil MAR"
men,foil,2023,Championnats d'Afrique,A8,ABOUELKASSEM AlaaEldin,EGY,15,True,ROBIN Noe,SEN,12,False,"Ref RIAD Nabil MAR, Video MARTILOTTI Luigi ITA"
men,foil,2023,Championnats d'Afrique,A8,KERYHUEL Jeremy Fafa,CIV,15,True,EL RHAZZOULY Amir,MAR,10,False,"Ref ACEVEDO Pablo PAN, Video ZHURAVLEVA Natalia _AIN"
men,foil,2023,Championnats d'Afrique,A8,ALVARES DE OLIVEIRA Victor,CPV,5,False,HAMZA Mohamed,EGY,15,True,"Ref ZHURAVLEVA Natalia _AIN, Video NDIAYE Pape Mamadou SEN"
men,foil,2023,Championnats d'Afrique,A4,TOLBA Abdelrahman,EGY,15,True,ABOUELKASSEM AlaaEldin,EGY,13,False,"Ref ZHURAVLEVA Natalia _AIN, Video NDIAYE Pape Mamadou SEN, Assistant RIAD Nabil MAR, Assistant ACEVEDO Pablo PAN"
men,foil,2023,Championnats d'Afrique,A4,KERYHUEL Jeremy Fafa,CIV,10,False,HAMZA Mohamed,EGY,15,True,"Ref ACEVEDO Pablo PAN, Video RIAD Nabil MAR, Assistant NDIAYE Pape Mamadou SEN, Assistant ZHURAVLEVA Natalia _AIN"
men,foil,2023,Championnats d'Afrique,A2,TOLBA Abdelrahman,EGY,6,False,HAMZA Mohamed,EGY,15,True,"Ref ZHURAVLEVA Natalia _AIN, Video RIAD Nabil MAR, Assistant NDIAYE Pape Mamadou SEN, Assistant ACEVEDO Pablo PAN"
men,sabre,2023,Championnats d'Afrique,A16,CHERNI Mohamed Aziz,TUN,9,False,KHODIR Yassin,EGY,15,True,"Ref ACEVEDO Pablo PAN, Video KOSA Miklos HUN"
men,sabre,2023,Championnats d'Afrique,A16,FERJANI Ahmed,TUN,15,True,KABBAJ Jihad,MAR,11,False,"Ref KOSA Miklos HUN, Video ACEVEDO Pablo PAN"
men,sabre,2023,Championnats d'Afrique,A16,HMISSI Amenallah,TUN,9,False,MOATAZ Adham,EGY,15,True,"Ref ACEVEDO Pablo PAN, Video KOSA Miklos HUN"
men,sabre,2023,Championnats d'Afrique,A16,FERJANI Fares,TUN,15,True,DIAME Famara,SEN,2,False,"Ref MARTILOTTI Luigi ITA, Video EMAD Islam EGY"
men,sabre,2023,Championnats d'Afrique,A16,MAFTOUH Ali,MAR,4,False,GIRAULT Evann Jean Abba,NIG,15,True,"Ref AKKARI Amine TUN, Video MARTILOTTI Luigi ITA"
men,sabre,2023,Championnats d'Afrique,A16,BROU Inkosi,NGR,15,True,HANANE Nadir,MAR,2,False,"Ref MARTILOTTI Luigi ITA, Video BEN CHAABENE Iheb TUN"
men,sabre,2023,Championnats d'Afrique,A8,ELSISSY Ziad,EGY,15,True,KHODIR Yassin,EGY,11,False,"Ref ACEVEDO Pablo PAN, Video MARTILOTTI Luigi ITA"
men,sabre,2023,Championnats d'Afrique,A8,FERJANI Ahmed,TUN,6,False,MOATAZ Adham,EGY,15,True,"Ref KOSA Miklos HUN, Video ACEVEDO Pablo PAN"
men,sabre,2023,Championnats d'Afrique,A8,FERJANI Fares,TUN,14,False,GIRAULT Evann Jean Abba,NIG,15,True,"Ref MARTILOTTI Luigi ITA, Video KOSA Miklos HUN"
men,sabre,2023,Championnats d'Afrique,A8,BROU Inkosi,NGR,7,False,AMER Mohamed,EGY,15,True,"Ref ACEVEDO Pablo PAN, Video MARTILOTTI Luigi ITA"
men,sabre,2023,Championnats d'Afrique,A4,ELSISSY Ziad,EGY,14,False,MOATAZ Adham,EGY,15,True,"Ref KOSA Miklos HUN, Video BEN CHAABENE Iheb TUN, Assistant ACEVEDO Pablo PAN, Assistant MARTILOTTI Luigi ITA"
men,sabre,2023,Championnats d'Afrique,A4,GIRAULT Evann Jean Abba,NIG,13,False,AMER Mohamed,EGY,15,True,"Ref ACEVEDO Pablo PAN, Video MARTILOTTI Luigi ITA, Assistant BEN CHAABENE Iheb TUN, Assistant KOSA Miklos HUN"
men,sabre,2023,Championnats d'Afrique,A2,MOATAZ Adham,EGY,10,False,AMER Mohamed,EGY,15,True,"Ref MARTILOTTI Luigi ITA, Video ACEVEDO Pablo PAN, Assistant BEN CHAABENE Iheb TUN, Assistant KOSA Miklos HUN"
men,sabre,2023,European Games,A64,KALENDER Muhammed Furkan,TÜR,12,False,FERNANDEZ BLANCO Oscar,ESP,15,True,"Ref BEN CHAABENE Iheb TUN, Video DOUVIS Andreas GRE"
men,sabre,2023,European Games,A64,URSACHI Razvan,ROU,15,True,HALLIWELL Barnaby,GBR,9,False,"Ref VALIYEV Fikrat AZE, Video DOUVIS Andreas GRE"
men,sabre,2023,European Games,A64,SCHLAFFER Leon,GER,15,True,CIDU Matei,ROU,13,False,"Ref BEN CHAABENE Iheb TUN, Video DOUVIS Andreas GRE"
men,sabre,2023,European Games,A64,KACZKOWSKI Krzysztof,POL,15,True,DENKIEWICZ Benedykt,POL,12,False,"Ref VALIYEV Fikrat AZE, Video DOUVIS Andreas GRE"
men,sabre,2023,European Games,A64,ALLEN Samuel,GBR,8,False,YILDIRIM Enver,TÜR,15,True,"Ref PEYKARARA Reza IRI, Video KHALED Amr EGY"
men,sabre,2023,European Games,A64,ALPAIDZE Mikhail,GEO,15,True,ASLAN Tolga,TÜR,8,False,"Ref DECKER Laura USA, Video KHALED Amr EGY"
men,sabre,2023,European Games,A64,RICHTER Axel,SUI,11,False,TSAP Yuriy,UKR,15,True,"Ref PEYKARARA Reza IRI, Video KHALED Amr EGY"
men,sabre,2023,European Games,A64,MADRIGAL Santiago,ESP,15,True,HRYCIUK Szymon,POL,11,False,"Ref DECKER Laura USA, Video PEYKARARA Reza IRI"
men,sabre,2023,European Games,A64,KRAJNC Peter,SLO,7,False,MORAN Yago,ESP,15,True,"Ref MARTILOTTI Luigi ITA, Video DYAOKOKIN Yevgeniy KAZ"
men,sabre,2023,European Games,A64,HERNANDEZ CABALLERO Andres,ESP,15,True,WALLENIUS Philip,SWE,7,False,"Ref SCHIFFERS Alexander GER, Video ANDREEVA Margarita UZB"
men,sabre,2023,European Games,A64,YAMAN Furkan,TÜR,15,True,STOYCHEV Todor,BUL,13,False,"Ref SCHIFFERS Alexander GER, Video ANDREEVA Margarita UZB"
men,sabre,2023,European Games,A64,NITU Radu,ROU,15,True,KAFATARIDIS Dimitrios,GRE,3,False,"Ref DYAOKOKIN Yevgeniy KAZ, Video SCHIFFERS Alexander GER"
men,sabre,2023,European Games,A64,RAIKIN Dimitar,BUL,9,False,ARCHVADZE Vakhtangi,GEO,15,True,"Ref DOANA Andreea ROU, Video KOSA Miklos HUN"
men,sabre,2023,European Games,A64,BAZADZE Beka,GEO,15,True,FILEV Viktor,BUL,9,False,"Ref KOSA Miklos HUN, Video GUCLUER Ilgin TUR"
men,sabre,2023,European Games,A64,STATSENKO Oleksiy,UKR,12,False,BONAH Luis,GER,15,True,"Ref DOANA Andreea ROU, Video KOSA Miklos HUN"
men,sabre,2023,European Games,A64,MATEEV Andri Nikolaysson,ISL,11,False,KINDLER Frederic,GER,15,True,"Ref KOSA Miklos HUN, Video GUCLUER Ilgin TUR"
men,sabre,2023,European Games,A32,CURATOLI Luca,ITA,15,True,FERNANDEZ BLANCO Oscar,ESP,11,False,"Ref KHALED Amr EGY, Video GUCLUER Ilgin TUR"
men,sabre,2023,European Games,A32,URSACHI Razvan,ROU,15,True,STASIAK Olaf,POL,6,False,"Ref PEYKARARA Reza IRI, Video GUCLUER Ilgin TUR"
men,sabre,2023,European Games,A32,PIANFETTI Maxime,FRA,15,True,SCHLAFFER Leon,GER,12,False,"Ref GUCLUER Ilgin TUR, Video KHALED Amr EGY"
men,sabre,2023,European Games,A32,KACZKOWSKI Krzysztof,POL,15,True,YAGODKA Andriy,UKR,12,False,"Ref PEYKARARA Reza IRI, Video GUCLUER Ilgin TUR"
men,sabre,2023,European Games,A32,SZILAGYI Aron,HUN,11,False,YILDIRIM Enver,TÜR,15,True,"Ref BEN CHAABENE Iheb TUN, Video DOUVIS Andreas GRE"
men,sabre,2023,European Games,A32,ALPAIDZE Mikhail,GEO,11,False,DRAGOMIR George,ROU,15,True,"Ref VALIYEV Fikrat AZE, Video BEN CHAABENE Iheb TUN"
men,sabre,2023,European Games,A32,SAMELE Luigi,ITA,15,True,TSAP Yuriy,UKR,11,False,"Ref DOUVIS Andreas GRE, Video BEN CHAABENE Iheb TUN"
